name,description,category,fraction,points,icon_url
Realm First! Level 80 Rogue,First rogue on the realm to achieve level 80.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/inv_throwingknife_04.jpg?41793
Realm First! Level 80 Warrior,First warrior on the realm to achieve level 80.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/inv_sword_27.jpg?41793
Realm First! Level 80 Mage,First mage on the realm to achieve level 80.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/inv_staff_13.jpg?41793
Realm First! Level 80 Death Knight,First death knight on the realm to achieve level 80.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/spell_deathknight_classicon.jpg?41793
Realm First! Level 80 Hunter,First hunter on the realm to achieve level 80.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/inv_weapon_bow_07.jpg?41793
Realm First! Level 80 Warlock,First warlock on the realm to achieve level 80.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/spell_nature_drowsy.jpg?41793
Realm First! Level 80 Priest,First priest on the realm to achieve level 80.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/inv_staff_30.jpg?41793
Realm First! Level 80 Paladin,First paladin on the realm to achieve level 80.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/ability_thunderbolt.jpg?41793
Realm First! Level 80 Druid,First druid on the realm to achieve level 80.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/ability_druid_maul.jpg?41793
Realm First! Level 80 Shaman,First shaman on the realm to achieve level 80.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/spell_nature_bloodlust.jpg?41793
Grunt,"Earned the title, ""Grunt"" at level 60.",Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/achievement_pvp_h_02.jpg?41793
Legionnaire,"Earned the title, ""Legionnaire"" at level 60.",Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/achievement_pvp_h_08.jpg?41793
Corporal,"Earned the title, ""Corporal"" at level 60.",Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/achievement_pvp_a_02.jpg?41793
Sergeant,"Earned the title, ""Sergeant"" at level 60.",Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/achievement_pvp_a_03.jpg?41793
Knight-Lieutenant,"Earned the title, ""Knight-Lieutenant"" at level 60.",Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/achievement_pvp_a_07.jpg?41793
Marshal,"Earned the title, ""Marshal"" at level 60.",Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/achievement_pvp_a_12.jpg?41793
Utgarde Keep,Defeat the bosses in Utgarde Keep.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_utgardekeep_normal.jpg?41793
The Nexus,Defeat the bosses in The Nexus.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_nexus70_normal.jpg?41793
The Culling of Stratholme,Defeat the bosses in Caverns of Time: Stratholme.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_cotstratholme_normal.jpg?41793
Azjol-Nerub,Defeat the bosses in Azjol-Nerub.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_azjoluppercity_normal.jpg?41793
Ahn'kahet: The Old Kingdom,Defeat the bosses in Ahn'kahet: The Old Kingdom.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_azjollowercity_normal.jpg?41793
Drak'Tharon Keep,Defeat the bosses in Drak'Tharon Keep.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_drak'tharon_normal.jpg?41793
The Violet Hold,Defeat Cyanigosa in The Violet Hold.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_theviolethold_normal.jpg?41793
Gundrak,Defeat the bosses in Gundrak.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_gundrak_normal.jpg?41793
Halls of Stone,Defeat the boss encounters in Halls of Stone.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_ulduar77_normal.jpg?41793
Halls of Lightning,Defeat the bosses in Halls of Lightning.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_ulduar80_normal.jpg?41793
The Oculus,Defeat the bosses in The Oculus.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_nexus80_normal.jpg?41793
Utgarde Pinnacle,Defeat the bosses in Utgarde Pinnacle.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_utgardepinnacle_normal.jpg?41793
Heroic: Utgarde Keep,Defeat the Utgarde Keep bosses on Heroic Difficulty.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_utgardekeep_heroic.jpg?41793
Heroic: The Nexus,Defeat The Nexus bosses on Heroic Difficulty.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_nexus70_heroic.jpg?41793
Heroic: Azjol-Nerub,Defeat the Azjol-Nerub bosses on Heroic Difficulty.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_azjoluppercity_heroic.jpg?41793
Heroic: Ahn'kahet: The Old Kingdom,Defeat the Ahn'kahet: The Old Kingdom bosses on Heroic Difficulty.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_azjollowercity_heroic.jpg?41793
Heroic: Drak'Tharon Keep,Defeat the Drak'Tharon Keep bosses on Heroic Difficulty.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_drak'tharon_heroic.jpg?41793
Heroic: The Violet Hold,Defeat Cyanigosa in The Violet Hold on Heroic Difficulty.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_theviolethold_heroic.jpg?41793
Heroic: Gundrak,Defeat the Gundrak bosses on Heroic Difficulty.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_gundrak_heroic.jpg?41793
Heroic: Halls of Stone,Defeat the boss encounters in the Halls of Stone on Heroic Difficulty.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_ulduar77_heroic.jpg?41793
Heroic: Halls of Lightning,Defeat the Halls of Lightning bosses on Heroic Difficulty.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_ulduar80_heroic.jpg?41793
Heroic: The Oculus,Defeat The Oculus bosses on Heroic Difficulty.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_nexus80_heroic.jpg?41793
Heroic: Utgarde Pinnacle,Defeat the Utgarde Pinnacle bosses on Heroic Difficulty.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_utgardepinnacle_heroic.jpg?41793
Heroic: The Culling of Stratholme,Defeat the Caverns of Time: Stratholme bosses on Heroic Difficulty.,Lich King Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_cotstratholme_heroic.jpg?41793
50 Quests Completed,Complete 50 quests.,Quests,,10,https://icons.wowdb.com/retail/medium/achievement_quests_completed_01.jpg?41793
100 Quests Completed,Complete 100 quests.,Quests,,10,https://icons.wowdb.com/retail/medium/achievement_quests_completed_02.jpg?41793
250 Quests Completed,Complete 250 quests.,Quests,,10,https://icons.wowdb.com/retail/medium/achievement_quests_completed_03.jpg?41793
500 Quests Completed,Complete 500 quests.,Quests,,10,https://icons.wowdb.com/retail/medium/achievement_quests_completed_04.jpg?41793
1000 Quests Completed,Complete 1000 quests.,Quests,,10,https://icons.wowdb.com/retail/medium/achievement_quests_completed_05.jpg?41793
1500 Quests Completed,Complete 1500 quests.,Quests,,10,https://icons.wowdb.com/retail/medium/achievement_quests_completed_06.jpg?41793
10000 Honorable Kills,Get 10000 honorable kills.,Player vs. Player,,10,https://icons.wowdb.com/retail/medium/achievement_pvp_p_09.jpg?41793
5000 Honorable Kills,Get 5000 honorable kills.,Player vs. Player,,10,https://icons.wowdb.com/retail/medium/achievement_pvp_p_06.jpg?41793
100 Honorable Kills,Get 100 honorable kills.,Player vs. Player,,10,https://icons.wowdb.com/retail/medium/achievement_pvp_p_02.jpg?41793
500 Honorable Kills,Get 500 honorable kills.,Player vs. Player,,10,https://icons.wowdb.com/retail/medium/achievement_pvp_p_03.jpg?41793
1000 Honorable Kills,Get 1000 honorable kills.,Player vs. Player,,10,https://icons.wowdb.com/retail/medium/achievement_pvp_p_04.jpg?41793
30 Exalted Reputations,Raise 30 reputations to Exalted.,Reputation,,10,https://icons.wowdb.com/retail/medium/achievement_reputation_06.jpg?41793
25 Exalted Reputations,Raise 25 reputations to Exalted.,Reputation,,10,https://icons.wowdb.com/retail/medium/achievement_reputation_05.jpg?41793
20 Exalted Reputations,Raise 20 reputations to Exalted.,Reputation,,10,https://icons.wowdb.com/retail/medium/achievement_reputation_04.jpg?41793
15 Exalted Reputations,Raise 15 reputations to Exalted.,Reputation,,10,https://icons.wowdb.com/retail/medium/achievement_reputation_03.jpg?41793
Somebody Likes Me,Raise a reputation to Exalted.,Reputation,,10,https://icons.wowdb.com/retail/medium/achievement_reputation_01.jpg?41793
5 Exalted Reputations,Raise 5 reputations to Exalted.,Reputation,,10,https://icons.wowdb.com/retail/medium/achievement_reputation_01.jpg?41793
10 Exalted Reputations,Raise 10 reputations to Exalted.,Reputation,,10,https://icons.wowdb.com/retail/medium/achievement_reputation_02.jpg?41793
Shave and a Haircut,Visit a Barber Shop and alter your appearance.,Character,,10,https://icons.wowdb.com/retail/medium/inv_misc_comb_02.jpg?41793
Safe Deposit,Buy 7 additional bank slots.,Character,,10,https://icons.wowdb.com/retail/medium/inv_box_01.jpg?41793
Veteran of the Wrathgate,Complete the Dragonblight quests leading up to and including the Return to Angrathar.,Northrend,,10,https://icons.wowdb.com/retail/medium/achievement_zone_icecrown_05.jpg?41793
Epic,Equip an epic item in every slot with a minimum item level of 213 (prior to Battle for Azeroth).,Character,,,https://icons.wowdb.com/retail/medium/inv_enchant_voidcrystal.jpg?41793
Superior,Equip a superior item in every slot with a minimum item level of 187 (prior to Battle for Azeroth).,Character,,,https://icons.wowdb.com/retail/medium/spell_frost_wizardmark.jpg?41793
Greedy,Win a greed roll on a superior or better item above level 185 by rolling 100.,Character,,,https://icons.wowdb.com/retail/medium/inv_misc_coin_04.jpg?41793
Needy,Win a need roll on a superior or better item above level 185 by rolling 100.,Character,,,https://icons.wowdb.com/retail/medium/inv_misc_coin_01.jpg?41793
Deadliest Catch,Fish up Gahz'ranka in Zul'Gurub using the Mudskunk Lure.,Raids,,,https://icons.wowdb.com/retail/medium/inv_misc_head_murloc_01.jpg?41793
D.E.H.T.A's Little P.I.T.A.,Uphold D.E.H.T.A's beliefs by completing all of the quests up to and including the Assassination of Harold Lane.,Northrend,,10,https://icons.wowdb.com/retail/medium/achievement_zone_boreantundra_11.jpg?41793
The Arachnid Quarter (10 player),Defeat the bosses of The Arachnid Quarter of Naxxramas in 10-player mode.,Lich King Raid,,10,https://icons.wowdb.com/retail/medium/inv_trinket_naxxramas04.jpg?41793
The Arachnid Quarter (25 player),Defeat the bosses of The Arachnid Quarter of Naxxramas in 25-player mode.,Lich King Raid,,10,https://icons.wowdb.com/retail/medium/inv_trinket_naxxramas04.jpg?41793
The Construct Quarter (10 player),Defeat the bosses of The Construct Quarter of Naxxramas in 10-player mode.,Lich King Raid,,10,https://icons.wowdb.com/retail/medium/ability_rogue_deviouspoisons.jpg?41793
The Construct Quarter (25 player),Defeat the bosses of The Construct Quarter of Naxxramas in 25-player mode.,Lich King Raid,,10,https://icons.wowdb.com/retail/medium/ability_rogue_deviouspoisons.jpg?41793
The Plague Quarter (10 player),Defeat the bosses of The Plague Quarter of Naxxramas in 10-player mode.,Lich King Raid,,10,https://icons.wowdb.com/retail/medium/inv_misc_cauldron_nature.jpg?41793
The Plague Quarter (25 player),Defeat the bosses of The Plague Quarter of Naxxramas in 25-player mode.,Lich King Raid,,10,https://icons.wowdb.com/retail/medium/inv_misc_cauldron_nature.jpg?41793
The Military Quarter (10 player),Defeat the bosses of The Military Quarter of Naxxramas in 10 player mode.,Lich King Raid,,10,https://icons.wowdb.com/retail/medium/spell_deathknight_classicon.jpg?41793
The Military Quarter (25 player),Defeat the bosses of The Military Quarter of Naxxramas in 25-player mode.,Lich King Raid,,10,https://icons.wowdb.com/retail/medium/spell_deathknight_classicon.jpg?41793
Sapphiron's Demise (10 player),Defeat Sapphiron in Naxxramas in 10-player mode.,Lich King Raid,,10,https://icons.wowdb.com/retail/medium/inv_misc_head_dragon_blue.jpg?41793
Sapphiron's Demise (25 player),Defeat Sapphiron in Naxxramas in 25-player mode.,Lich King Raid,,10,https://icons.wowdb.com/retail/medium/inv_misc_head_dragon_blue.jpg?41793
Kel'Thuzad's Defeat (10 player),Defeat Kel'Thuzad in Naxxramas in 10-player mode.,Lich King Raid,,10,https://icons.wowdb.com/retail/medium/inv_trinket_naxxramas06.jpg?41793
Kel'Thuzad's Defeat (25 player),Defeat Kel'Thuzad in Naxxramas in 25-player mode.,Lich King Raid,,10,https://icons.wowdb.com/retail/medium/inv_trinket_naxxramas06.jpg?41793
The Fall of Naxxramas (10 player),Defeat every boss in Naxxramas in 10-player mode.,Lich King Raid,,25,https://icons.wowdb.com/retail/medium/achievement_dungeon_naxxramas_normal.jpg?41793
The Fall of Naxxramas (25 player),Defeat every boss in Naxxramas in 25-player mode.,Lich King Raid,,50,https://icons.wowdb.com/retail/medium/achievement_dungeon_naxxramas_10man.jpg?41793
The Dedicated Few (10 player),Defeat the bosses of Naxxramas with less than 9 people in the zone in 10-player mode.,Lich King Raid,,25,https://icons.wowdb.com/retail/medium/spell_shadow_raisedead.jpg?41793
The Dedicated Few (25 player),Defeat the bosses of Naxxramas with less than 21 people in the zone in 25-player mode.,Lich King Raid,,50,https://icons.wowdb.com/retail/medium/spell_shadow_raisedead.jpg?41793
Alterac Valley All-Star,"In a single Alterac Valley battle, assault a graveyard, defend a graveyard, assault a tower, defend a tower and slay someone in the Field of Strife.",Alterac Valley,,20,https://icons.wowdb.com/retail/medium/spell_holy_heroism.jpg?41793
Arathi Basin All-Star,Assault and Defend 2 bases in a single Arathi Basin match.,Arathi Basin,,20,https://icons.wowdb.com/retail/medium/ability_warrior_intensifyrage.jpg?41793
Arathi Basin Assassin,Get five honorable kills at each of the bases in a single Arathi Basin battle.,Arathi Basin,,20,https://icons.wowdb.com/retail/medium/ability_hunter_rapidkilling.jpg?41793
Stormy Assassin,"In a single Eye of the Storm battle, get 5 honorable kills at each of the bases.",Eye of the Storm,,10,https://icons.wowdb.com/retail/medium/ability_druid_galewinds.jpg?41793
Wrath of the Horde,Kill 5 Alliance players in each of the cities listed below.,Player vs. Player,horde,10,https://icons.wowdb.com/retail/medium/inv_trinket_thrallmar.jpg?41793
Wrath of the Alliance,Kill 5 Horde players in each of the cities listed below.,Player vs. Player,alliance,10,https://icons.wowdb.com/retail/medium/inv_trinket_honorhold.jpg?41793
A Coin of Ancestry,Receive a Coin of Ancestry.,Lunar Festival,,10,https://icons.wowdb.com/retail/medium/inv_misc_elvencoins.jpg?41793
5 Coins of Ancestry,Receive 5 Coins of Ancestry.,Lunar Festival,,10,https://icons.wowdb.com/retail/medium/inv_misc_elvencoins.jpg?41793
10 Coins of Ancestry,Receive 10 Coins of Ancestry.,Lunar Festival,,10,https://icons.wowdb.com/retail/medium/inv_misc_elvencoins.jpg?41793
25 Coins of Ancestry,Receive 25 Coins of Ancestry.,Lunar Festival,,10,https://icons.wowdb.com/retail/medium/inv_misc_elvencoins.jpg?41793
50 Coins of Ancestry,Receive 50 Coins of Ancestry.,Lunar Festival,,10,https://icons.wowdb.com/retail/medium/inv_misc_elvencoins.jpg?41793
Orgrimmar Offensive,Damage High Overlord Saurfang until he humors you by pretending to die.,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/ability_warrior_cleave.jpg?41793
Bleeding Bloodhoof,Kill Baine Bloodhoof.,Player vs. Player,alliance,10,https://icons.wowdb.com/retail/medium/achievement_leader_cairne_bloodhoof.jpg?41793
Downing the Dark Lady,Kill Lady Sylvanas Windrunner in Orgrimmar.,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/achievement_leader_sylvanas.jpg?41793
Killed in Quel'Thalas,Kill Lor'themar Theron.,Player vs. Player,alliance,10,https://icons.wowdb.com/retail/medium/achievement_leader_lorthemar_theron.jpg?41793
For the Alliance!,Slay the leaders of the Horde.,Player vs. Player,alliance,20,https://icons.wowdb.com/retail/medium/inv_bannerpvp_02.jpg?41793
Storming Stormwind,Kill King Anduin Wrynn.,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/achievement_leader_king_varian_wrynn.jpg?41793
